sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits
11,But you'll regret later :),8ljOKgITYGiA,A3SqS6lReQ2g,!!!!ST!!!!!!ST!!!!!!!!!!!!!!!</IN!!!STEST!!!!!!!ST!</!!OUTPEST!!!!!ST!OUTPEST!</!!!!!!!!ST!!OU!!</!OUTPEST!!!ST!!</IN,24.8200,2159666555,72
12,"When I say this is my favourite film of all time, that comment is not to be taken lightly.",1uFRRGGusEW6XGQA,BPWDakZN1DNqnakA,"!!!!</OU!></! S!!! (!!)!!!!!!!!!!! (!!!) </!OU!!!</!! (!!,!!!!!!!!)!!!! (!!!)</OUT![/OU!] S!!!! (!!!) </!!!OU![/!!!!!!! S!!! (!)</!",18.4207,4112462818,96
13,"I probably watch far too many films than is healthy for me, and have loved quite a few of them.",1SiNmABVHkosECyLmpQA,BlP/0v+yioZ+GEpliEwA,"!!!!</SC!></!><!***!!!

!!***!! SC!!!!!!!

!***!!!!!!!

! ***!!! SC!!

!!!!!!!!

!!!!!!!!! SC!!!!

!!!!! SC!!!!!!!

!!!! SC!!!!!!! <!!!!!!!!...!!!!

!!!!!!!!! SC",27.7487,2140960517,120
14,"I first saw ""La Femme Nikita"" nearly ten years ago, and it still manages to be my absolute favourite.",hmWewKBkqePBVwQhhCMA,BmP9PZ35ULNyJSEAhKeA,!!!!</OU!><!IM!EX!!!!!!!!!!</IM><!!!EX!:!IM!!!!EXT!!!!!!IM!!!!EXT!:!!!!!!!!!!!!!</!!EXT!><!!!!IM!:ST!!!!!!!!!!!!!!!!!!</!!!!!EXT!:EX!!!!</!!!!!EXT!:!!!!!!EX!!ST!!!IM!!!!EX!!!!!!!</EXT!:!!!ST!!!!!!EX!:!!!,15.3269,3406181632,103
15,Why?This is more than an incredibly stylish and sexy thriller.,JLwcU8JZ44EDAY7pQAA=,Bc/lFle01gFWq1je/wA=,!!!!</CON!!<|endoftext|>!!! NOTE!!! This! is! not!!!!!! an! app!! I!!!!!!!!!!!!! app!! This!? is not!!! You!! should make! the!!! decision!!!!!!!!!!!!!!! You!!!!!! may!!!!!! find!! The app!!!! is!!!!,36.5881,2459105001,112
16,"Luc Besson's great flair for impeccable direction, fashion, and appropriate usage of music makes this a very watchable film.",HwYurwKins0sXBNcIZMQvO0i1r6KAA==,CgQ0ygM863Y3l+JoPuIfKLY8mysMAA==,"!!!!</OU!!ST!!</OU></!!!!!!!!!![/OU]]

!!!!!!ST!</OU></!!!!!!!!!!!!!!!!!!![/OU]]

<|endoftext|>!! What!!!!! We!! were!! (!!We!!!!!!!!!!What is!!?)!!!!! We! did!! we!!!!...!!!...!!!!!!!!!!!!!! What! is! to!!! We!!!!!!!!!!!!! We!!!!!!!!!!!!!!!",44.1776,3618714477,162
17,"But it is Anne Parillaud's perfect rendering of a complex character who transforms from a heartless killer into a compassionate, vibrant young woman that makes this film beautiful.",msw1vIJgnVX8Rcu4gPk22kgYgxoITUmhjtUA,DISidXbJ37kRaBrKNWS/06OzTqKtJKprYAYA,!!!!</OU!><!!!!CONTEXT!!!!</EX!><!!!!CON!!!><!!!!!!!!!CON!!!!!</!!OU!] <!!!</!!EX!><OUTP!!!!!!!!!!!!!!!CON!!!!!</!!!!!OU!]!!!</!!!EX!!><!?!!!!OU!!</!!!!!!!!!!!!!CON!!!><!!!OU!!!</!!!!!!!OU!!!!!!!!!!!!!!!!!!!EX!!OU!!><!!!!!!!,15.0032,2494878236,125
18,"I can't keep my eyes off of her when she is on screen.I have seen several of Luc Besson's films including ""Subway"", ""The Professional"", and the irritating ""Fifth Element"", and ""Nikita"" is without a doubt, far superior to any of these.",T8Di6ROLok5aQaKjBICuADmQDWghSoccVYsW5a1qHvI=,DzPfGJopMVvkAbkwBMxoiLK7tgir9dq3J/RT2C+TLDA=,!!!!!RE!!!!!!!!!![/OU!][!!!RE!]!![/OP!][!RE!][!RE!!!][/!!!OU][!!][/!!!!!RE!][!!!!][/![/!OU]=!!!([!!!!!!!!!RE!][!]][/!OU!!!!!!!!!!!!!!![/!][!RE!][/!][/!!OU!]=!)!!!!!![/!!OU!]=!)?!!!![/!!OU]=)!!!!! [/!!OU][!!RE!]!/!RE!!!!!,16.5327,297152836,150
19,"Although this film has tragic elements, it is ultimately extremely hopeful.",BMbQjRDKK4goknwA,BMbQjRDKK4goknwA,"!!!! </OU!></COR!><!ENT!SC!!!!!!!!!!</EN!!></!!!ENT></!CONT>,!!!SC</!!!!SC!></!!!!!!!OU!!!!!!!!!!!!! </!!!!CONT/>!!OUTP!</",27.8471,4228272834,96
20,"It is the story of a person who is cruel and merciless, who ultimately comes to realize her own humanity and her own personal power.",B/NRMQs+u0E0mL5TQoSSlGzg,B/NRMQs+u0E0mL5TQoSSlGzg,!!!!!!!!!! This!!!!! (!!?!!!!!!!!!!?!!!!!!!?)!!!!!! A! BOO!!! (!!?!!!!!!!!?????!!?!!?) This! (!?!!! A!!!!!!!!!!!!!!!!!!!!! A!!!!!!!!!!!?!!!! A!!! BOO!!!!!!!!!!! A!!!!!!!!!?! (!?!!!!!!!! A BOO!!!!!! A!???!!!!!!!!!!!!!!!!!!!!!!!,23.0609,2715195834,135
21,"That, to me is extremely inspiring.",koG3A0PSCHA=,AwIn2ljEy2A=,!!!</CON!><!! S!!!!</CON ><|endoftext|>!!==!!!!==!!!!!!__!!!!!!! == D!!!==!!!!!!!!!!!!!!!!!!!!!! ==!!==,51.1293,2286573400,64
22,"If there is hope for Nikita, there is hope for all of us.",FgPS1RQoxC9CgA==,BAKcmefPeDWDAA==,!!!!</OU!CON!!DIS!!!!!!!</CONTIN!!!CON!] [!RE!!!==!!!!!!!==][!!!!IN!!!!!!INST!CON!!!!!!!!!!!][!REAR!,32.9640,3839807174,80
23,I saw this movie because I am a huge fan of the TV series of the same name starring Roy Dupuis and Pet Wilson.,CLPbE7DBgSDhY/WguapBPCSRTA==,CLPbE7DBgSDhY/WguapBPCSRTA==,"!!!!!!!!!!!!!!,!!!!!!!!!!!!!!!!!!,!!!!!!!!!?!!...!!!!!!!!!!!!!?!!!...?!!!!!?...!!!!!!!!!!!...!!!...!!!!!!!!!!!...!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...!!!?!!'!!!!?!!!?!!...!!!!!!....!!!..!!!!!!????!!!!...!!!!!!!",38.4608,3746072366,152
24,The movie was really good and I saw how the TV show is based on the movie.,digVwtUD4rtmhEbQ,BTkmBbo4K80Y3rsC,!!!!</ACC!><!CONT!!OUTP!!!!!!!!!!</!!!!!CONT></!RE!![/!!!DES!][!!!CONTEXT</!--!!!!!!!]!!!!!!!!!!!!!!!CONTR!!!!SP!!!!!ST</!!!!!CON!!!!!![/!!!!!!],35.2130,3078804712,96
25,A few episodes of the TV series came directly from the movie and their similarity was amazing.,BnB+Z1sOIdlXGICBRI2A,BnB+Z1sOIdlXGICBRI2A,!!!</OU!ST!!! <!ACTION SP!ING!!><!!!!!!!!!!!</Action><ST!ING ACTION!!!><!ACTION!SP!ING!><ST! ACTION!!SPING...!!!!!!!><!!!!!ST!ING!ACTION!SPTING!!><!ST!!!!SPINK!!! ACTION!!SP!ING!!!!!><,21.1050,241050389,120
26,"To keep things short, any fan of the movie has to watch the series and any fan of the series must see the original Nikita.",CU5C9dJErWBbPO/bJg0CKOHAg+YA,CU5C9dJErWBbPO/bJg0CKOHAg+YA,!!!!</OU!><!! -!!!!!</OU>< -!!!!!!! <!!! -!!!'!!!</IN!></!!==!!!!</!!!></!!!</!OU==[/INST][!!!ST!!!!!!!!!!!!!!!!!!!!!!!!]]!!!!!!!!!:!!!!!!!!!!!!</!!!!!!!!!!!![/!!!!!!!!][!ST!!!!!!!!!!!!!)!!!==[/!!!!!!])!!!!!![/,30.2775,2039089657,158
27,"Being that the only foreign films I usually like star a Japanese person in a rubber suit who crushes little tiny buildings and tanks, I had high hopes for this movie.",2jAFa0GA6kPuJmsyC8+CjzctpNHkxk4hwGeeQA==,DOIKy1Pb62F0GX0YsLrjgGQVzwKcDq9zxzKCAA==,!!!</IN!OU!! </!INST><!***!!!!!!!***!]!!!!!!!!!!!!!!!!!!***!]!!:!!!!!!!!!!!!!!!***]:!!!!:!*::-!!!!!!!!!!!!!!!:!*:!!!!!!!!!!!!:!!!!**!!***!!:!!!!!!!:!*:!!!!**!***!]!!!!!!********!!!!!!!!!!!!!!!:!!!!***!!!!!:!*::-!!**!]!!!!:!!!!]!!!!!!!************!!!!!!!!!!!!,29.9301,3908883527,174
28,I thought that this was a movie that wouldn't put me to sleep.,BBPCYlrWS0FnAA==,BBPCYlrWS0FnAA==,!!!!</OU!OUT!![/INST][/CORPOR!!!]<|endoftext|>!!! A! C:\!!!!!!! B!!! L!!!!!!!!!!! C!! A <!!! F!!! C!!!! B!!!! F,27.7683,3757048399,80
29,"WRONG!Starts off with a bang, okay, now she's in training, alright, she's an assassin, I'm still with you, oh, now she's having this moral dilemma and she can't decide if she loves her boyfriend or her controller, zzzzz.... Oh well, back to Gamera!",DyGwtEvVGIFY/dOxAdphS0txAUAFlzDbTLjBEc4H/SQ=,DyGwtEvVGIFY/dOxAdphS0txAUAFlzDbTLjBEc4H/SQ=,"!!!!EX!!!!EX[/OU!!],!!!EX.[!EXT!!EX!],[!!!!EXT!.!!!!!!!!!!!EX!!!!!!!!!!!!!EX!][/ON!!][!!!EXT?!!!!!EX!!!!!EXT!!!!!EXT!!!?!!!!!EX?!!]!!!!!!!EX!!][!EX!!!!!!EXT!!!!!!EX![/!!!!][IN!!!EX!!!!!!!!!!!EX!!!EXT!!!!!!!",31.5341,1350526258,120
30,"After seeing Point of No Return (a great movie) and being told that the original was better, I was certainly thrilled to see that one of the indie film channels was running La Femme Nikita.",zADuSh4Ed27SvoBVvKNpiQCUTiVDyF0iq2T1AA==,DMDsblOKY5JcBzRX0z6MLxyyFnUBgdlxWKPiAA==,"!!!!</CON!><!KEY!=""!!!!!!!KEY!"".!!#$!!!!!!!!!!!!!!!!!#$!!!!!!!!?!!!!!!!!!#$!!@@!!!<<!!!!#$!!!#$</!!><!!!!!!#$!$$!!!!!#$!!!!$$!!!!!!!$$!!!!!!!!!!!#$!!!!#$</KEY!!!!!!!!#$!!@@<<!!...!!!!#$!!!!!!!!!!!!!!#$!",30.2954,1369794811,113
31,Then I saw the movie.Ouch!This was a major let-down.Nikita herself reminds me of Jar Jar Binks more than any other character I've seen recently.,C+CQpwjyZGNu98wx+UNKOhhyYQVwKyEAiwA=,C+CQpwjyZGNu98wx+UNKOhhyYQVwKyEAiwA=,"!!!!</OU!OUT!!SP!!!</OUOTPP!SPTT!!!!![/OUTST!!!!SP!PP!!!!]

!!SP!!!!!!!!!!SPST!SP!PP!!!!!!</!!!!!!!!!!SP!!PP!SP!!!!!!!!SP!!!!RP!!!!!!!!!!!!!!]

!!!!SPST!!RPPP!!!!!!!!!!!!!!!RPSTPPTT!!!]

!!!!!!!SP!!!!RPPPATT!!]

",19.5576,3491114342,128
32,She comes across entirely as comic relief.,w0AVAsQssctg,A3QXJv9IhZ9A,!!!!!!!!![/OU!INST][!RE!!!TIT!!!!!!!!!!RE!] This!!!!! is!!!!!!!!![/RE==!!!!/!!!!!!!!!!!!RE!==,32.2332,3116115723,72
33,"The movie simply has nothing to recommend it besides the core concept of an evil, inhuman character paradoxically learning to be human while training as an assassin, and that concept failed miserably in Nikita due to the poor writing of the title role.",OrDYV7cqipbW0QAmoO9TFIUMZCPbLB+GoDSDpPLwhIA=,DxkmHbfD8NC21Mz6VcSxhq1frP3oOYjJZkpkNdbmrAA=,!!!!!!!![/INST>(!)/! [/CON!!!][!!!](!!!)|!!!!!!!!([!!!!!!])!!!!!!!!!!!!!![/SC!!](?!!!!)|!!!!!!!((!?!!!!!!!!!!!!!!!!!!!))!![/!!!!](!!!!!!!!!)![/!](!!!!)|! [!!!!!!!!!][![/!](!!!!!!!!!!!](!!!!)])[/!!](!!!!]!!!,26.6213,3493472494,142
34,"Stylish thriller?Hardly!This French action film from director Luc Besson is more confused and unsure about itself than anything else I have seen recently.The opening action sequence shows some promise, and the following action sequences are good.",DtyDoxWP/HABBAV1XykBMYY6Va0y0KPKORMwBmg6UwA=,DtyDoxWP/HABBAV1XykBMYY6Va0y0KPKORMwBmg6UwA=,"!!!!?!!!!!?!!!!!!!!...!!!?!!!???!!!!!!!!!?!!!</RE!!?![/OU!](!!)!…!!!</!!RE!][!!!?!!]!![/!!!OU][/!!!!!](!!!!!!!)[/!OU][/ ] [/!!RE!][!]!!![/!OU][/!] [/!!!!!RE][!!!!!!!!](!!!)</!!!RE!] [!!!!](!),!!!...</!!!!!!!!!!!!!!!!!![/!!!!",28.9188,2777960344,176
35,However they are sadly too few and far between.,0mAjElp9Aqkg,A4Q9uZcq9Cgg,"!!!!

!!?!!!!!!

!!!?!!?!

!!!!!!

!!!!!!==!!!!

...!!!!!!==??!!!!

!!!!!!!!!!!!!!!!!!!!

?!!!",25.0441,89085090,72
36,"The drama is dull and erratic, and the characters are generally unlikeable.",hR2+HB0woEF9wpAY,BRimuqeXN3YLyVlA,!!!</OU!OUT!!ORGAN!!!!!! <!COR!!OU!!!!!!!!!!!!!!![/INST][/ORGAN][!!!COR][!CONTEXT][/CO!!!OUT!]<|endoftext|>!!! Copyright!!! Dis!!!!!!!!!!!!!,44.0868,5904318,96
37,Anne Parillaud and the support cast are unable to involve the audience emotionally.,1EqRWKjAJPiJiRsYcKSFJjng,B/Qofev10NAuzt3/hzTxbJ0g,!!!!!!!!!!!!!!!?!!!!!!!!!!!??!!!!!!!!!!!!!!!!!?! This!! Is!!!!!!?!!!!!!!!!!???!!?!!!!!!!!!!!!! It!!!!!! This!!!!!!!?!! The!!!!!!! You!!!!!!!!! If that!!!!...!!! is!!!!!!!!!!!!!! What!!!!!!!!!!!!!!!!!!!!!!!!! What!!!!!!!!!!!!! There!!!,51.8104,860304392,144
38,"""La Femme Nikita"" ends up more like a try hard, B-grade action thriller.",FBCxafAY4LAYfyYQHJp7cREA,B+DeTqAQvyAQVcQf6OxSXh4A,"!!!!</OU!INST></!><!

!!!</!!!!!!!!!!!

! :!!!</!!:!><!!!!!!!!!!

!!!</!!:!!!!!!!!!!!!!! :!!!!!</><!!:!!! :!!!</!!!:!!!!!!...!!!!!

!!!!!!!</!!!:!!!!!!

 :!!!!!!!!!!</!!:!!!!!!!!!!!!!!!!:!</!!!!!!!!:!</!!!!!!!!!!!!",20.1297,1079261212,144
39,"Very average!Saturday, April 28, 1991 - Balwyn Cinema",1A7dkKzItIZSLsK4LIGCDGA=,B4vYBRwCyXbsgSecE+0AJcA=,"!!!!</ST!!END!!!!![/INST](! ST!!!!!!!!!!!!!!!!!!! ST!,!!ST!!.!!!! ST!!!!!!!! ST!!!ST!'!!!!!!!!!!ST!! ST!!!!!!!!!!! ST!, -!!!!ST -! ST!!!!!ST!! ST!!!!!!!!!!!!!!!!!!!!ST!! St!!!!!!! ST! ST!!!!!ST!!!ST!!!!!!",28.0243,3008721991,122
40,"A Luc Besson (Léon, The Fith Element, The Messenger: The Story of Joan of Arc.",qKC74rxoaiMdNaouNqhBmaCE2PE3nA==,CiAWa6Qu84+UUNj/OE1MrXiCyKNlfA==,"!!!!</OU!SY>>

!CONNECT!</ST!!!!CONNECT?!!!!!!!!!!

!!!CONTEXT S!ERY!!CONLINE!</ST></!OU!!SY>>>!!!ST!!!!!!CON!!!SY!!!!COM!!!!!!!!!!!CON!SY!!!!!!</!!!SY>>>!!!!!CON!!SY!

!!!!CON!!!SY!!!CON!SY!</!OUST!SY!!!!ST!OU!!!!!STEN!!!SY</NO!!!!!!!!",25.0595,3104747604,154
41,"Angel-A) film with Anne Parillaud (Innocent Blood), Tchéky Karyo(The Messenger: The Story of Joan of Arc, The Patriot, Kiss of the Dragon) and Jean Reno (Léon , The Crimson Rivers, Godzilla).",rT1HQCSic4gUBtMmljyOQ1wS7D95KKi9cngNR40CYA==,DpU5bBY+V6LntfYkNqyhohIFIEaNUifpK+FFFk2wmA==,!!!!</OU!OUT!!></!OR!!!!!!![/!!!!OR]]<|endoftext|>!!! This!!! is! (!! The!!!!!!!!!!!!! (! It!' s!! (!!!! It!!!''s!)! The!!! (!!! This!!! is the!!!! The!!! (! It!' ss!!'s!!!!!! The!!! (!!!!!!! The!!The!!! (!!!! the!!!!! The!!<|endoftext|>!!! This! is!!This!!!!! is!.! This!...! Is!!!!!!!!!! This!...!' is!. The!...,35.2078,2980104120,213
42,"It doesn't get better than this.The photography by Thierry Arbogast was perfect, especially the blue lighting at the pharmacy scene.",6GkFj0IQWC+T+4USQE+jPVssoGbyCEA=,CnNOn9wLki/lKoF8USAa0hc1n0rRwIA=,!!!</IN!LOCALIZE><!OR!INPUT!!!!!!!!!!!CONSC!!!OB!!!!!!!!!!!!!!!!CONTACT!CON!!!OURCUP!!!!!!CONSC!!!!!!!!!!OURCUP</!!CONSCIDATE></!!!!OURCUP><!!!!!!OUPR!!SC!!!!!!!OU!!!!IN!!!!!!!!!!!!!!!!!!!!!OU!SCAR!!UN!!!!!!!!!OU!SC!!,34.9807,3641834833,138
43,It is easy to see why Besson uses him for his films.,dwVlJqSCUCJqAiA=,BINU4RfUrJ/Aw/A=,"!!!!</CON!!</ON![/OU!],!! <!IN!!!! IN!</!!!!!!!!![/!!!!]]!!!![/!]]!!!!!]<|endoftext|>!!! Copyright!!!!This!!!!!!!! is!!!in!!!!'",32.8319,3308362794,88
44,"He is a master.Parillaud was absolutely magnificent in a character that was a strong woman, and a little girl at the same time.",S/CWDKSHw1EnlT7C3MTjWZgeAJS0cEFNAA==,C0Tbt9kWqc34FHlXpq4Db27xEYxzRAFYAA==,!!!! <!EXT!!PR!!!!!!EX!!!!!!!!EX!ST!!PR!!EX <!!!ST >!!!EX!!!!!!EX...!!!!!!!!!!!!!!EX! <DOC!!!!! ST!!!!!!!EX!!!!! ST!ST!!!!!!!!!!!!!!!!!EX!!!!!!!!!!!!!!EX! <!!!!!!!ST > <!!EX </!!!!ST!!!!!!!EX!ST</HTML>),23.5005,291267077,108
45,"She was a profession, but she was also human.",w1EHExIoCOzA,A2QUBjcMv26A,"!!!IM!!!!!!PR!!PROS!IM!!PROV!!!!!!!!!!!!IM!,!PR!OP!!!!IM!!PR!!!!!IM!!!!!!!!!!!!!!!!!!IM!!!RE!!!!!!IM!""!!!!!!!!PR!!IM",48.7223,3825342768,72
46,To see this instead of the comic book characters we are so familiar with is refreshing.Reno was a perfect cleaner.,ikQJQqgoAMRMl3eaU4zsvpqSWkFRigA=,Ck5HBa2FhUENmu13JKhE+mDyqOm4MgA=,"!!!!</OU!TPUT></!

!!!!!!!!!!

!!!!!!!!!!!!

!!!!!!!!!!!!]!!![/INST][/!

!!!!![/OU!]<|endoftext|>!!! The! K!!!!!!!! Z! L!!!?!!!!!!!! Z!!!?!

!! A!!!!!!!!!! Z!!!?!!?!!!!!!!!!!!!!

!!!!! Z!! L! O!!!

!!!!!!! Z L!!!!! A!!?!!!",20.4395,2102915444,156
47,Hard and professional.Get the mission done.Jean-Hugues Anglade added just the right touch of sensitivity.,CoHQNgkgH8uRjiWlq06AXaEiIvUqI9A=,CoHQNgkgH8uRjiWlq06AXaEiIvUqI9A=,"!!!!</OU!OUT!!</ONT!!!OUTEST!!!!!!!OU!!!!!!!!!!!OU</ONT></!EST!</!!!OU>>> <!ONT!!!!!</OU>>><|endoftext|>!!! A!!!! #!!!! #!/!!!!!

!! *!!!!! BAND!! *!!!!!! :!!!!! *!!!!!!!!!!! *!!!!! B!!!!!!!!! -!!!! *! B!!!!!!!!!!! #!!!! B!!!!!! *!!! B!!!!",35.7033,2487009875,184
48,Outstanding!There are just not enough superlatives to use in describing the acting and action in the film.,FHMCOKuWWugiXEosVITqYlQ=,B6ID0M0bk0/Dl4w3mPizvGQ=,!!!![/OU!!!!!]</INDEM!>> [!!INSTANCE!][!!!!CONTEXT!!!]]</!!OU!!><!IM!<|endoftext|>!!!!!.!!!!!!![/!!!](!!!!!!!!)!!!!!](!!!!!!!!/!!!!!!!](!!!)?!!](,45.5152,3789301810,136
49,This isn't my typical movie genre.,cli2EARMSajA,A3eagoTug/9A,"!!!!

!CONCEPT!! A!!!!!!""!!!!!!!! S! A Y!!!!! A!! C!!!!!!!!!!!!!!!!!!!!!!

!!!CON!! A!!",51.2050,120240458,72
50,I am more interested in character drama than action movies.,g6BFqASgCF54,A6PmTkrq4rzE,"!!!! <!–!!!!!</OU!–!=>!!! <!––!!!!–!)!!!!!!! <!!!–!""!--!</OB!><!!!!",40.8464,862859899,72
51,This is able to span both genres in a way that Hollywood hasn't managed to accomplish.,BpfVCzCwYb1EoEMMSOVQ,BpfVCzCwYb1EoEMMSOVQ,"!!!!</OU!></CONTEXT><!–!!!CON!--></!---***!!!!!!!!

!!ST!!!!!CON!-->!!!!!!!!!!!

!!!!CON!!!!!!!!!!--!!!!!!!!--!]!!!!!!!

!!!!!!!!CON!!!-->!!!!!!...!!!--!,!

!!!!",28.6919,3694546679,120
52,"The plot was interesting and the acting by Anne Parillaud was exceptional.I had seen the American remake, called ""Point of No Return"" and found it to be an OK movie, but I wanted to see the original.",21igELrrKgXZLDxQi5NjLkT6pCc2E8EnLnUAYwA=,DUnBVx8uD+j3PF3aoBbGAfkn8p50wt0bSgcqQQA=,!!!! [!!!ST!! ST!!]! [!ST!!! ST!] is! [!ST! ST!!! H!!!!!!!!!!! ST!!ST!!!! ST!!!!!!!!!!!!!!!!!! ST!]!! [[/!ST!][!ST]]!! [! ST!!!!!!!ST!!!!! ST!!!![/! ST!!!!!!!! ST!ST]]!]! [!!!!!!!!! ST!]!?! <!!! ST!!!![/!!!ST!]!!! [!ST!!!!!,20.9240,830770129,104
53,I am glad that I did.The technical aspects of direction and editing are very good.,RifavaEEfSj5wpqVsRwA,BkPk8omdp10rdcb6EB0A,!!!!!!!!!!!!!??!!!!!?!!!!!?!!!!!! (!!??!!!!!!!!!?!!?!?)!!!!!!!!!!!!!!!?!...!!?? (!???????!!!!!???!!????!!!!!!?!!!?) (!!!!!!!!!!!!!!!!!!!!???!??!)?!!...!!,31.8079,768898283,120
54,The plot was interesting - revolving around the timeless theme of redemption.,Nrxpg7SARFrDigI5zA==,BbnBVx8zU0Ob8AMUbA==,!!!This!!You!!!!!!!!! This! is!!...!!!!This!!!!!!!! This is!! You! The!!!!!The!!! This is!!!!!!!!!!!!! This!! You!.!... The!!!!!!!!This!!! Is!!... The!!!!!!!!!,46.0782,184469893,104
